,# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
2825,6mGlpMkpLD4,30.0,40.0,/m/07p7b8y,1,Fill (with liquid)
2826,6mK7dO33l04,150.0,160.0,/m/05_wcq,1,"Bird flight, flapping wings"
2827,6mR5YWrD8Q4,30.0,40.0,"/m/04rlf,/m/07qs1cx,/m/09x0r",3,Music|Crack|Speech
2828,6mdJY-GVdvs,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00003",3,Music|Speech|Male singing
2829,6nNOHgUrTSw,130.0,140.0,"/m/01b82r,/m/07pdjhy,/m/083vt",3,Sawing|Rub|Wood
2830,6nWD63_RWQM,25.0,35.0,/m/07pqn27,1,Bouncing
2831,6nWWTNVRDjw,30.0,40.0,"/m/04rlf,/m/0dq0md",2,Music|Music of Bollywood
2832,6neuTsbRhVs,30.0,40.0,/m/07rqsjt,1,"Whoosh, swoosh, swish"
2833,6ny5c0-rnTE,30.0,40.0,/m/07qs1cx,1,Crack
2834,6o-kOtY8tdY,250.0,260.0,"/m/09x0r,/t/dd00065",2,Speech|Light engine (high frequency)
2835,6om-fZvxe70,30.0,40.0,"/m/04rmv,/m/09x0r",2,Mouse|Speech
2836,6p7RXCG5A00,0.0,10.0,"/m/03fwl,/m/04rlf,/m/09x0r",3,Goat|Music|Speech
2837,6pBZfY3xGUg,130.0,140.0,/m/0l156b,1,Steelpan
2838,6pHo6fPdPvM,30.0,40.0,"/m/018vs,/m/02rr_,/m/04rlf,/m/0g12c5",4,Bass guitar|Effects unit|Music|Distortion
2839,6pO06krKrf8,30.0,40.0,/m/04229,1,Jet engine
2840,6psjy93yoTA,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",4,"Cat|Domestic animals, pets|Caterwaul|Animal"
2841,6q0MGwl-xZA,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0l14jd,/t/dd00003,/t/dd00004",5,Music|Speech|Choir|Male singing|Female singing
2842,6qe-RzVvfyU,260.0,270.0,/m/03wvsk,1,Hair dryer
2843,6qhJaGa5JmQ,30.0,40.0,/m/01wy6,1,Clarinet
2844,6qrJMLyyHII,440.0,450.0,"/m/025wky1,/m/09x0r",2,Air conditioning|Speech
2845,6qtIvxTeL1c,30.0,40.0,/m/09t49,1,Rustling leaves
2846,6r00ZvsYi9g,150.0,160.0,"/m/02fxyj,/m/04rlf,/m/09x0r,/t/dd00125",4,"Humming|Music|Speech|Inside, small room"
2847,6rNmM0Mt3zI,30.0,40.0,/m/07rgkc5,1,Static
2848,6ragcEJVErI,30.0,40.0,"/m/028ght,/m/04rlf",2,Applause|Music
2849,6ri-SBCguO0,230.0,240.0,"/m/04rlf,/t/dd00037",2,Music|Scary music
2850,6rt3k6P7750,30.0,40.0,"/m/02bk07,/m/04rlf",2,Chant|Music
2851,6s7Tv_wqWNE,150.0,160.0,/m/02pjr4,1,Blender
2852,6sHQYwNKJzU,410.0,420.0,/m/0j2kx,1,Waterfall
2853,6sRQnpEEQ0E,390.0,400.0,"/g/122z_qxw,/m/09x0r,/t/dd00128",3,"Firecracker|Speech|Outside, urban or manmade"
2854,6sfPdWaTqoA,6.0,16.0,/m/07qh7jl,1,Creak
2855,6sfjS8pGgjM,30.0,40.0,"/m/07pb8fc,/m/07pzfmf,/m/07r04",3,Idling|Crackle|Truck
2856,6slrju_ar9U,280.0,290.0,/m/07pjjrj,1,"Smash, crash"
2857,6ssaV2zuKVI,0.0,9.0,/m/07qjznt,1,Tick
2858,6tIrKWJt6OE,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00034",3,Music|Choir|Tender music
2859,6taAP7SFewI,30.0,40.0,"/m/01h82_,/m/04_sv,/m/07pdhp0,/m/07q2z82",4,"Engine knocking|Motorcycle|Biting|Accelerating, revving, vroom"
2860,6tlsgZfA9zs,20.0,30.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
2861,6u1ckcErgcQ,30.0,40.0,"/m/02x8m,/m/04rlf",2,Funk|Music
2862,6uMAVCznTbA,480.0,490.0,/m/03wvsk,1,Hair dryer
2863,6ulPI0sVfg8,10.0,20.0,"/m/015lz1,/m/04rlf,/m/07pp8cl,/m/09x0r",4,Singing|Music|Telephone bell ringing|Speech
2864,6uxFXWS8xvw,20.0,30.0,"/m/068hy,/m/07q6cd_,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136",6,"Domestic animals, pets|Squeak|Bow-wow|Dog|Animal|Whimper (dog)"
2865,6uyTDcNWV_s,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00125",4,"Music|Speech|Boing|Inside, small room"
2866,6v8a4PwWIH8,30.0,40.0,/m/07n_g,1,Tuning fork
2867,6vCO2y-bYoU,30.0,40.0,"/m/04rlf,/m/07pxg6y,/m/09x0r",3,Music|Eruption|Speech
2868,6vM7Kv42Uv0,20.0,30.0,"/m/0145m,/m/04rlf,/t/dd00032",3,Afrobeat|Music|Funny music
2869,6vRBp8jo40Q,50.0,60.0,"/m/025td0t,/m/04rlf,/t/dd00033",3,Background music|Music|Sad music
2870,6vl7eSBL-ag,90.0,100.0,/m/03w41f,1,Church bell
2871,6vlK5YIeFQE,20.0,30.0,"/m/019jd,/m/03m9d0z,/m/06q74",3,"Boat, Water vehicle|Wind|Ship"
2872,6w7ByyBuUEI,30.0,40.0,"/m/04rlf,/m/06j64v",2,Music|Middle Eastern music
2873,6wCfnFWF-cY,120.0,130.0,"/m/07rkbfh,/m/09x0r",2,Chatter|Speech
2874,6wO8ORMfyFI,430.0,440.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/t/dd00048",5,"Railroad car, train wagon|Train whistle|Rail transport|Train|Train wheels squealing"
2875,6whH7-zKhfY,30.0,40.0,/m/07rdhzs,1,"Whack, thwack"
2876,6wlvYh0h63k,350.0,360.0,"/m/02z32qm,/m/09x0r",2,Fusillade|Speech
2877,6xEHP-C-ZuU,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",3,Reversing beeps|Truck|Vehicle
2878,6xLkuN9Ywzc,10.0,20.0,"/m/014yck,/t/dd00129",2,"Aircraft engine|Outside, rural or natural"
2879,6xY_cTzrob0,150.0,160.0,"/m/015p6,/m/07prgkl",2,Bird|Pour
2880,6xeH0Azt9aI,0.0,10.0,/m/07plz5l,1,Sigh
2881,6xlLMbiEsIM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_80w,/m/09d5_",4,"Bird|Bird vocalization, bird call, bird song|Hoot|Owl"
2882,6xlV_D4yJDc,30.0,40.0,"/m/05zppz,/m/07qlwh6,/m/07rgt08,/m/09x0r",4,"Male speech, man speaking|Squish|Chuckle, chortle|Speech"
2883,6y4EXK9PjpE,30.0,40.0,/m/07qfgpx,1,"Jingle, tinkle"
2884,6yB6plsrjO0,30.0,40.0,"/m/02v2lh,/m/04rlf",2,New-age music|Music
2885,6ySJtrDjp8w,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",3,Crowd|Cheering|Children shouting
2886,6yTj1KuoEC8,0.0,10.0,"/m/07s0dtb,/m/09x0r",2,Gasp|Speech
2887,6y_53wPp4xo,130.0,140.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
2888,6ybaD3QZgrM,0.0,5.0,"/m/012xff,/m/09x0r",2,Toothbrush|Speech
2889,6yvDzKEeaNA,90.0,100.0,"/m/04rlf,/t/dd00121",2,Music|Boing
2890,6yxJylPGrEU,100.0,110.0,/m/0chx_,1,White noise
2891,6z9vld_XCsk,30.0,40.0,"/m/023vsd,/m/07pdjhy",2,Sanding|Rub
2892,6zKhO6NCchE,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/0jbk",4,"Horse|Neigh, whinny|Clip-clop|Animal"
2893,6zTszR6wgys,200.0,210.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/07jdr,/m/07rwm0c",6,"Railroad car, train wagon|Train whistle|Rail transport|Steam whistle|Train|Clickety-clack"
2894,6zbsUtQL4nY,40.0,50.0,"/m/068zj,/m/07q0yl5,/m/0jbk",3,Pig|Snort|Animal
2895,6zlMP_kQ_-w,30.0,40.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
2896,6zzGSdu05gA,70.0,80.0,"/m/07qs1cx,/m/09x0r",2,Crack|Speech
2897,7-COxzRtOEU,30.0,40.0,"/m/01jt3m,/m/0838f",2,Toilet flush|Water
2898,7-G0kK4FIdM,30.0,40.0,/m/01w250,1,Whistling
2899,7-Ly3ICovLE,30.0,40.0,"/m/07qv_x_,/m/09x0r",2,Shuffle|Speech
2900,7-V8cMwkXTk,30.0,40.0,"/m/019jd,/m/02rlv9",2,"Boat, Water vehicle|Motorboat, speedboat"
2901,7-Wm2TyvMs8,30.0,40.0,"/m/01j3sz,/m/07s04w4,/m/07sq110",3,Laughter|Snicker|Belly laugh
2902,7-htobm4qu0,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",6,"Domestic animals, pets|Bow-wow|Speech|Dog|Animal|Whimper (dog)"
2903,7-mNJ4IUY5Q,30.0,40.0,"/m/026z9,/m/04rlf",2,Disco|Music
2904,7-t5HgS_XP8,0.0,7.0,"/m/02dgv,/m/07r4wb8,/m/09x0r",3,Door|Knock|Speech
2905,709PYLVhbqM,270.0,280.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077",4,"Ratchet, pawl|Pulleys|Gears|Mechanisms"
2906,70CjsIbLwU0,30.0,40.0,"/m/02mk9,/m/07yv9,/t/dd00067,/t/dd00130",4,Engine|Vehicle|Heavy engine (low frequency)|Engine starting
2907,70CtvdsGQf4,2.0,12.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",4,"Cat|Domestic animals, pets|Caterwaul|Animal"
2908,70L1P39UoLg,0.0,8.0,/m/01jg02,1,"Heart sounds, heartbeat"
2909,70h3XP3UF1A,30.0,40.0,"/m/04rlf,/m/07c52,/m/09x0r",3,Music|Television|Speech
2910,70pyoqX0U9Y,30.0,40.0,"/m/04rlf,/m/07qcpgn",2,Music|Tap
2911,71Ip-XpntRE,50.0,60.0,"/m/02c8p,/m/09x0r",2,"Telephone dialing, DTMF|Speech"
2912,71KE7B1vvdI,30.0,40.0,"/m/0164x2,/m/04rlf,/m/06cqb,/t/dd00035",4,Music of Africa|Music|Reggae|Exciting music
2913,71gtO2Cjpss,30.0,40.0,"/m/0l14jd,/t/dd00005",2,Choir|Child singing
2914,71hqRT9U0wg,10.0,20.0,"/m/015lz1,/m/04rlf,/m/0l15bq",3,Singing|Music|Clapping
2915,71iUAFFQ8ik,30.0,40.0,"/m/03q5t,/m/05148p4",2,Harpsichord|Keyboard (musical)
2916,71tRRtIO_8A,310.0,320.0,"/m/01d380,/m/07k1x,/m/0_ksk",3,Drill|Tools|Power tool
2917,72Jfe3u5ynQ,120.0,130.0,"/m/04rlf,/m/07pc8lb,/m/09x0r",3,Music|Breaking|Speech
2918,72Qa5T6RXVc,50.0,60.0,/m/08p9q4,1,Sidetone
2919,72RI4phr0F8,20.0,30.0,"/m/0342h,/m/04rlf,/m/04szw,/m/05r5wn,/m/05zppz,/m/09x0r,/m/0fx80y,/m/0xzly",8,"Guitar|Music|Musical instrument|Rattle (instrument)|Male speech, man speaking|Speech|Plucked string instrument|Maraca"
2920,72b5UupN-Nw,150.0,160.0,"/m/01h8n0,/m/02zsn,/m/09x0r",3,"Conversation|Female speech, woman speaking|Speech"
2921,72vme5Tdc_g,30.0,40.0,"/m/07qnq_y,/m/09x0r",2,"Thump, thud|Speech"
2922,73Pa6FtmnWk,90.0,100.0,/m/07qwyj0,1,Rustle
2923,73YTz8RC2Fo,30.0,40.0,"/m/04rlf,/t/dd00003",2,Music|Male singing
2924,73cuZZq-J3w,20.0,30.0,"/m/07q2z82,/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00066",5,"Accelerating, revving, vroom|Whir|Vehicle|Car|Medium engine (mid frequency)"
2925,73jyWz6o3X4,130.0,140.0,"/m/03qtwd,/m/04gy_2,/m/053hz1",3,Crowd|Battle cry|Cheering
2926,73l89PUGTos,40.0,50.0,"/m/06hps,/m/07r4gkf",2,"Rodents, rats, mice|Patter"
2927,741j3twv-l0,25.0,35.0,"/m/04rlf,/m/07c52",2,Music|Television
2928,746bzLi-9I0,30.0,40.0,/m/07pn_8q,1,Chopping (food)
2929,74Eeq1qer94,30.0,40.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
2930,74MFxrG2aSI,8.0,18.0,"/m/014zdl,/m/07qsvvw,/m/09x0r",3,"Explosion|Burst, pop|Speech"
2931,74p3DLeDCHE,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/06w87,/m/07s0s5r,/m/0b_fwt,/m/0fx80y",7,"Guitar|Acoustic guitar|Music|Steel guitar, slide guitar|Strum|Electronic tuner|Plucked string instrument"
2932,752bW5cjXzw,110.0,120.0,"/m/015lz1,/m/04rlf,/m/07s8j8t",3,Singing|Music|Roll
2933,75Gp5OS5MRI,10.0,20.0,"/m/04rlf,/m/07rrh0c",2,Music|Thunk
2934,75PJeJ2hGcw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
2935,75_dMqpSM4o,100.0,110.0,"/m/04rlf,/m/064t9,/m/06j6l",3,Music|Pop music|Rhythm and blues
2936,75bMAERnvng,26.0,36.0,"/m/068hy,/m/0bt9lr,/t/dd00136",3,"Domestic animals, pets|Dog|Whimper (dog)"
2937,75fbvRo1bII,30.0,40.0,"/m/02mk9,/m/09x0r,/t/dd00067",3,Engine|Speech|Heavy engine (low frequency)
2938,75hpgXEgf-s,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk",4,Quack|Duck|Speech|Animal
2939,75kY3TfDbU0,70.0,80.0,"/m/07phhsh,/m/09x0r",2,Rumble|Speech
2940,75wvnWAqoM0,30.0,40.0,"/m/04rlf,/m/07bjf,/m/09x0r",3,Music|Single-lens reflex camera|Speech
2941,75yifjn7bHo,10.0,20.0,"/m/09x0r,/m/0c2wf,/t/dd00125",3,"Speech|Typewriter|Inside, small room"
2942,769EHEG4Mqc,0.0,10.0,"/m/02bxd,/m/04rlf",2,Didgeridoo|Music
2943,769OqI16Hhg,320.0,330.0,"/m/04rlf,/m/09x0r,/t/dd00127",3,"Music|Speech|Inside, public space"
2944,76BF9rR_fzw,30.0,40.0,"/m/01y3hg,/m/030rvx",2,"Smoke detector, smoke alarm|Buzzer"
2945,76CGUzFMGUE,300.0,310.0,/m/0chx_,1,White noise
2946,76ON0Ixrr9s,30.0,40.0,"/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw",4,Echo|Guitar|Music|Musical instrument
2947,76_7ZaSEPw0,20.0,30.0,"/m/012xff,/m/09x0r",2,Toothbrush|Speech
2948,76iqAPVH8gY,30.0,40.0,"/m/07qwdck,/m/09x0r",2,Ping|Speech
2949,770ZkZhGy6A,30.0,40.0,"/m/04rlf,/m/07s8j8t",2,Music|Roll
2950,7761uBKNpd8,30.0,40.0,"/m/02zsn,/m/07qlf79,/m/09x0r",3,"Female speech, woman speaking|Spray|Speech"
2951,77Mv8pauMKc,10.0,20.0,"/m/07prgkl,/m/0838f",2,Pour|Water
2952,77bRcIdLuT0,30.0,40.0,"/m/03kmc9,/m/07pp_mv",2,Siren|Alarm
2953,77qvBC_x1o0,23.0,33.0,/m/07s34ls,1,Whir
2954,78AW6R4orNc,30.0,40.0,/m/081rb,1,Writing
2955,78BivgombIE,90.0,100.0,"/m/015lz1,/m/06rqw",2,Singing|Ska
2956,78J9QqSBsN4,30.0,40.0,/t/dd00048,1,Train wheels squealing
2957,78N2SP6JFaI,0.0,10.0,"/m/01kcd,/m/07c6l,/m/07gql",3,Brass instrument|Trombone|Trumpet
2958,78Rl6BWoQp0,340.0,350.0,"/m/06wzb,/m/07rjwbb",2,Steam|Hiss
2959,78S8DnvLQDY,30.0,40.0,"/m/04rlf,/m/07qfr4h",2,"Music|Hubbub, speech noise, speech babble"
2960,78t2zq75Amg,10.0,20.0,"/m/0939n_,/m/09x0r,/m/0ytgt",3,"Gargling|Speech|Child speech, kid speaking"
2961,7916WqcPKBA,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",4,"Cat|Purr|Domestic animals, pets|Animal"
2962,79tuMIiWMZ4,30.0,40.0,"/m/04rlf,/t/dd00035",2,Music|Exciting music
2963,7AMjN4TLZU0,410.0,420.0,"/m/03cczk,/m/09x0r,/t/dd00125",3,"Chewing, mastication|Speech|Inside, small room"
2964,7AN6Sfm3cFc,140.0,150.0,"/m/012f08,/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0btp2,/m/0k4j",6,"Motor vehicle (road)|Toot|Vehicle|Vehicle horn, car horn, honking|Traffic noise, roadway noise|Car"
2965,7ARVgI_wx5Y,30.0,40.0,"/m/01j3sz,/m/03qc9zr,/m/07r81j2,/m/09x0r",4,Laughter|Screaming|Caterwaul|Speech
2966,7AhpZQt1Ml0,120.0,130.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk",4,"Domestic animals, pets|Howl|Dog|Animal"
2967,7B_3t_ELwxA,30.0,40.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
2968,7C-OTkTHHBY,0.0,10.0,"/m/01kcd,/m/0319l",2,Brass instrument|French horn
2969,7CG_9qUdU8M,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
2970,7CRVoUCXg_A,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",5,"Cat|Domestic animals, pets|Caterwaul|Speech|Animal"
2971,7CTzN_wSb6g,30.0,40.0,"/m/06mb1,/m/07r10fb,/t/dd00038",3,Rain|Raindrop|Rain on surface
2972,7CXdtjS7f8k,30.0,40.0,/m/07s34ls,1,Whir
2973,7C_jcD_FOQI,30.0,40.0,"/m/07bgp,/m/07q0h5t,/m/09x0r",3,Sheep|Bleat|Speech
2974,7CeHOFHQdH4,50.0,60.0,/m/0242l,1,Coin (dropping)
2975,7Cg5tp9oQ6Y,30.0,40.0,"/m/01h8n0,/m/09x0r",2,Conversation|Speech
2976,7D6AVpPGHzg,510.0,520.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp",4,"Insect|Mosquito|Cricket|Fly, housefly"
2977,7EAkRbG8qKk,140.0,150.0,"/m/07jdr,/m/07qv_d5,/m/07yv9,/m/0912c9",4,"Train|Toot|Vehicle|Vehicle horn, car horn, honking"
2978,7EgbS-lbHWY,5.0,15.0,"/m/025rv6n,/m/07st89h,/m/09b5t",3,"Fowl|Cluck|Chicken, rooster"
2979,7FHHtRuAz0s,20.0,30.0,"/m/028ght,/m/04rlf,/m/07rgt08,/m/09x0r,/m/0l15bq",5,"Applause|Music|Chuckle, chortle|Speech|Clapping"
2980,7FLILp7puac,0.0,8.0,/m/02fs_r,1,"Beep, bleep"
2981,7FT1WnwOcxA,40.0,50.0,/m/07pqn27,1,Bouncing
2982,7FTYb5K3uxk,22.0,32.0,"/m/04rlf,/m/07pp8cl,/m/09x0r",3,Music|Telephone bell ringing|Speech
2983,7FlTfWm2fVY,41.0,51.0,"/m/0395lw,/m/03wwcy",2,Bell|Doorbell
2984,7G0CFAGswrw,240.0,250.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
2985,7G8ZGuGNrw8,30.0,40.0,"/m/012f08,/m/04rlf,/m/07yv9,/t/dd00003,/t/dd00004",5,Motor vehicle (road)|Music|Vehicle|Male singing|Female singing
2986,7GCUGTrsFOE,30.0,40.0,"/m/09x0r,/t/dd00018",2,Speech|Oink
2987,7GZdzd_wcBg,230.0,240.0,"/m/09x0r,/m/0g6b5",2,Speech|Fireworks
2988,7GjdyxNBxZQ,220.0,230.0,"/m/03qtwd,/m/053hz1,/t/dd00135",3,Crowd|Cheering|Children shouting
2989,7Gua0-UrKIw,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",3,Reversing beeps|Truck|Vehicle
2990,7GwY2GSLjlA,30.0,40.0,"/m/07qs1cx,/m/09x0r",2,Crack|Speech
2991,7HEKMRfM0vw,120.0,130.0,/m/032n05,1,Whale vocalization
2992,7HkyClk7dos,0.0,7.0,"/m/07r4wb8,/m/09x0r",2,Knock|Speech
2993,7Hxcbujj06U,240.0,250.0,"/m/07rkbfh,/m/09x0r",2,Chatter|Speech
2994,7I2yJgXKncw,21.0,31.0,"/m/04s8yn,/m/07r5c2p,/m/0jbk",3,Crow|Caw|Animal
2995,7IB-SBLSsmA,460.0,470.0,/m/01lsmm,1,Scissors
2996,7IUw2bHKePM,30.0,40.0,"/m/07phxs1,/m/07rv4dm",2,Ding|Clang
2997,7Iwab0FpClo,30.0,40.0,"/m/04rlf,/m/07qdb04,/m/09x0r",3,Music|Quack|Speech
2998,7J-LWKNIrP4,30.0,40.0,/m/07pqn27,1,Bouncing
2999,7J2tMuQgNjo,40.0,50.0,/m/0j6m2,1,Stream
3000,7JMm65BPEH4,80.0,90.0,"/m/0hdsk,/m/0l14t7",2,Chirp tone|Singing bowl
3001,7JZlC7r-NGk,330.0,340.0,/m/07qwyj0,1,Rustle
3002,7Jf4czs18X0,100.0,110.0,"/m/04rlf,/m/04wptg",2,Music|Wedding music
3003,7JqR7JlgRlE,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",5,"Bird|Turkey|Bird vocalization, bird call, bird song|Fowl|Gobble"
3004,7KCikXm6hic,30.0,40.0,"/m/02p0sh1,/m/04rlf,/t/dd00034",3,Traditional music|Music|Tender music
3005,7K_jwQwta7I,30.0,40.0,/m/07ptzwd,1,Pump (liquid)
3006,7KiTXYwaD04,7.0,17.0,"/m/0199g,/m/09x0r",2,Bicycle|Speech
3007,7KkKa0Enlfg,16.0,26.0,"/m/07q0yl5,/m/09x0r",2,Snort|Speech
3008,7KlioS6HQLs,50.0,60.0,/m/07plz5l,1,Sigh
3009,7Kxm6qJ0uow,30.0,40.0,"/m/01z7dr,/m/04rlf",2,Video game music|Music
3010,7L5HQ4AJyLc,20.0,30.0,"/m/04rlf,/m/07szfh9",2,Music|Cacophony
3011,7L5ceYe0f_s,120.0,130.0,"/m/09t49,/m/09x0r",2,Rustling leaves|Speech
3012,7LGLhQFiE0s,30.0,40.0,"/m/04rlf,/t/dd00034",2,Music|Tender music
3013,7LQOu6zQjfM,50.0,60.0,"/m/01z5f,/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk",6,"Canidae, dogs, wolves|Domestic animals, pets|Pant|Speech|Dog|Animal"
3014,7LTk5WN5UfY,90.0,100.0,/m/04229,1,Jet engine
3015,7LWqCLxcNXc,19.0,29.0,"/m/02mk9,/m/07q2z82,/m/09x0r,/t/dd00130",4,"Engine|Accelerating, revving, vroom|Speech|Engine starting"
3016,7LlKoQAvXUc,30.0,40.0,"/m/0140xf,/m/04rlf",2,Christmas music|Music
3017,7LoVjl-6wlc,90.0,100.0,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092",6,"Boat, Water vehicle|Waves, surf|Wind|Ocean|Sailboat, sailing ship|Wind noise (microphone)"
3018,7LsJrF1AwZg,30.0,40.0,"/m/01jt3m,/m/0838f",2,Toilet flush|Water
3019,7MJJ3L1t2b0,30.0,40.0,/m/07qlf79,1,Spray
3020,7MXamVgKszI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
3021,7Ma67n3TbwI,0.0,10.0,"/m/04fq5q,/m/07pzfmf",2,Foghorn|Crackle
3022,7MbgmOLTLhk,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_80w,/m/09d5_",4,"Bird|Bird vocalization, bird call, bird song|Hoot|Owl"
3023,7MuFNZHhrOE,330.0,340.0,"/m/011k_j,/m/04rlf",2,Timpani|Music
3024,7N0_PkCVojc,580.0,590.0,"/m/09x0r,/m/0dv3j,/t/dd00125",3,"Speech|Boiling|Inside, small room"
3025,7NH1WJlSiYI,30.0,40.0,"/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00067,/t/dd00130",7,"Engine|Accelerating, revving, vroom|Vehicle|Speech|Car|Heavy engine (low frequency)|Engine starting"
3026,7NRXbm31TuU,270.0,280.0,"/m/04fgwm,/m/09x0r,/t/dd00125",3,"Electric toothbrush|Speech|Inside, small room"
3027,7NXmDbHoJn0,30.0,40.0,"/m/04rlf,/m/06j64v,/m/09x0r",3,Music|Middle Eastern music|Speech
3028,7NnvEryyYdo,190.0,200.0,"/m/015y_n,/m/04rlf",2,Swing music|Music
3029,7NyLkxUSPCQ,6.0,16.0,"/m/04rlf,/m/068hy,/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",7,"Music|Domestic animals, pets|Yip|Speech|Dog|Animal|Whimper (dog)"
3030,7NyvysSGxhU,30.0,40.0,/t/dd00005,1,Child singing
3031,7O2qPT8vgfI,15.0,25.0,/m/02y_763,1,Sliding door
3032,7OExK7ETCnA,310.0,320.0,"/m/04fgwm,/m/04rlf,/m/09x0r",3,Electric toothbrush|Music|Speech
3033,7OgH3B49_E4,30.0,40.0,"/m/026z9,/m/03_d0,/m/04rlf,/m/064t9",4,Disco|Jazz|Music|Pop music
3034,7OpYEh7weVM,0.0,10.0,"/m/04cvmfc,/m/09x0r,/m/0cdnk,/m/0ghcn6,/m/0jbk",5,"Roar|Speech|Roaring cats (lions, tigers)|Growling|Animal"
3035,7OqOXtp8_tk,30.0,40.0,/t/dd00005,1,Child singing
3036,7OyCsvavJNA,40.0,50.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
3037,7P7sCHtDLU8,30.0,40.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048",5,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train|Train wheels squealing"
3038,7PEL4NrU1Jk,23.0,33.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
3039,7PKWXAPazJs,80.0,90.0,"/m/05rj2,/m/09x0r,/t/dd00125",3,"Shuffling cards|Speech|Inside, small room"
3040,7Pj4ENryUkQ,30.0,40.0,/m/03cczk,1,"Chewing, mastication"
3041,7Pob9Hi1ch8,270.0,280.0,/m/07r660_,1,Giggle
3042,7PtHb9jQCtg,130.0,140.0,"/m/04rlf,/m/07rwj3x,/t/dd00127",3,"Music|Whoop|Inside, public space"
3043,7PxNzIkuptI,330.0,340.0,"/m/03k3r,/m/07q5rw0",2,"Horse|Neigh, whinny"
3044,7QTCtJkc2NQ,21.0,31.0,"/m/04rlf,/m/09x0r,/m/0l14jd,/t/dd00003",4,Music|Speech|Choir|Male singing
3045,7QnyKZe6VBA,30.0,40.0,"/m/01j3sz,/m/02qldy,/m/02zsn,/m/0463cq4,/m/09x0r",5,"Laughter|Narration, monologue|Female speech, woman speaking|Crying, sobbing|Speech"
3046,7QpwDHOfZeg,350.0,360.0,"/m/013y1f,/m/03gvt,/m/05148p4",3,Organ|Hammond organ|Keyboard (musical)
